 #        t           theta             dtheta/dt=u       Energía        E_energía
  0.591000000E+01  0.674888200E+00  0.450208788E+00  0.122417437E+01  0.959097757E-08
  0.592000000E+01  0.631075895E+00  0.456739098E+00  0.122417437E+01  0.956259738E-08
  0.593000000E+01  0.586697217E+00  0.462828418E+00  0.122417437E+01  0.953305435E-08
  0.594000000E+01  0.541793577E+00  0.468471292E+00  0.122417437E+01  0.950311296E-08
  0.595000000E+01  0.496406526E+00  0.473662678E+00  0.122417437E+01  0.947352929E-08
  0.596000000E+01  0.450577729E+00  0.478397950E+00  0.122417437E+01  0.944503720E-08
  0.597000000E+01  0.404348946E+00  0.482672900E+00  0.122417437E+01  0.941834233E-08
  0.598000000E+01  0.357762013E+00  0.486483735E+00  0.122417437E+01  0.939411060E-08
  0.599000000E+01  0.310858828E+00  0.489827086E+00  0.122417437E+01  0.937295885E-08
  0.600000000E+01  0.263681341E+00  0.492699998E+00  0.122417437E+01  0.935544930E-08
  0.601000000E+01  0.216271537E+00  0.495099938E+00  0.122417437E+01  0.934207756E-08
  0.602000000E+01  0.168671433E+00  0.497024794E+00  0.122417437E+01  0.933327104E-08
  0.603000000E+01  0.120923067E+00  0.498472872E+00  0.122417437E+01  0.932938216E-08
  0.604000000E+01  0.730684936E-01  0.499442901E+00  0.122417437E+01  0.933068067E-08
  0.605000000E+01  0.251497777E-01  0.499934029E+00  0.122417437E+01  0.933735711E-08
  0.606000000E+01 -0.227910098E-01  0.499945823E+00  0.122417437E+01  0.934951361E-08
  0.607000000E+01 -0.707117959E-01  0.499478275E+00  0.122417437E+01  0.936716638E-08
  0.608000000E+01 -0.118570509E+00  0.498531794E+00  0.122417437E+01  0.939024791E-08
  0.609000000E+01 -0.166325085E+00  0.497107212E+00  0.122417437E+01  0.941859968E-08
  0.610000000E+01 -0.213933468E+00  0.495205780E+00  0.122417437E+01  0.945198275E-08
  0.611000000E+01 -0.261353618E+00  0.492829170E+00  0.122417437E+01  0.949007761E-08
  0.612000000E+01 -0.308543520E+00  0.489979475E+00  0.122417437E+01  0.953248769E-08
  0.613000000E+01 -0.355461183E+00  0.486659207E+00  0.122417437E+01  0.957874580E-08
  0.614000000E+01 -0.402064658E+00  0.482871299E+00  0.122417437E+01  0.962831925E-08
  0.615000000E+01 -0.448312044E+00  0.478619101E+00  0.122417437E+01  0.968061675E-08
  0.616000000E+01 -0.494161499E+00  0.473906384E+00  0.122417437E+01  0.973499725E-08
  0.617000000E+01 -0.539571262E+00  0.468737337E+00  0.122417437E+01  0.979077930E-08
  0.618000000E+01 -0.584499661E+00  0.463116564E+00  0.122417437E+01  0.984724835E-08
  0.619000000E+01 -0.628905140E+00  0.457049087E+00  0.122417437E+01  0.990366900E-08
  0.620000000E+01 -0.672746280E+00  0.450540342E+00  0.122417437E+01  0.995929139E-08
  0.621000000E+01 -0.715981821E+00  0.443596180E+00  0.122417437E+01  0.100133704E-07
  0.622000000E+01 -0.758570695E+00  0.436222861E+00  0.122417437E+01  0.100651674E-07
  0.623000000E+01 -0.800472058E+00  0.428427058E+00  0.122417437E+01  0.101139672E-07
  0.624000000E+01 -0.841645319E+00  0.420215847E+00  0.122417437E+01  0.101590869E-07
  0.625000000E+01 -0.882050185E+00  0.411596713E+00  0.122417437E+01  0.101998889E-07
  0.626000000E+01 -0.921646699E+00  0.402577538E+00  0.122417437E+01  0.102357913E-07
  0.627000000E+01 -0.960395284E+00  0.393166605E+00  0.122417437E+01  0.102662765E-07
  0.628000000E+01 -0.998256791E+00  0.383372590E+00  0.122417437E+01  0.102909017E-07
  0.629000000E+01 -0.103519255E+01  0.373204556E+00  0.122417437E+01  0.103093087E-07
  0.630000000E+01 -0.107116442E+01  0.362671952E+00  0.122417437E+01  0.103212292E-07
  0.631000000E+01 -0.110613487E+01  0.351784605E+00  0.122417437E+01  0.103264925E-07
  0.632000000E+01 -0.114006697E+01  0.340552716E+00  0.122417437E+01  0.103250315E-07
  0.633000000E+01 -0.117292455E+01  0.328986848E+00  0.122417437E+01  0.103168829E-07
  0.634000000E+01 -0.120467217E+01  0.317097925E+00  0.122417437E+01  0.103021944E-07
  0.635000000E+01 -0.123527526E+01  0.304897220E+00  0.122417437E+01  0.102812194E-07
  0.636000000E+01 -0.126470013E+01  0.292396347E+00  0.122417437E+01  0.102543201E-07
  0.637000000E+01 -0.129291406E+01  0.279607254E+00  0.122417437E+01  0.102219577E-07
  0.638000000E+01 -0.131988539E+01  0.266542208E+00  0.122417437E+01  0.101846958E-07
  0.639000000E+01 -0.134558353E+01  0.253213791E+00  0.122417437E+01  0.101431878E-07
  0.640000000E+01 -0.136997910E+01  0.239634880E+00  0.122417437E+01  0.100981672E-07
  0.641000000E+01 -0.139304395E+01  0.225818645E+00  0.122417437E+01  0.100504391E-07
  0.642000000E+01 -0.141475124E+01  0.211778527E+00  0.122417437E+01  0.100008728E-07
  0.643000000E+01 -0.143507551E+01  0.197528230E+00  0.122417437E+01  0.995037652E-08
  0.644000000E+01 -0.145399273E+01  0.183081707E+00  0.122417437E+01  0.989989846E-08
  0.645000000E+01 -0.147148038E+01  0.168453141E+00  0.122417437E+01  0.985039672E-08
  0.646000000E+01 -0.148751752E+01  0.153656935E+00  0.122417437E+01  0.980283521E-08
  0.647000000E+01 -0.150208481E+01  0.138707691E+00  0.122417437E+01  0.975816206E-08
  0.648000000E+01 -0.151516459E+01  0.123620197E+00  0.122417437E+01  0.971729164E-08
  0.649000000E+01 -0.152674091E+01  0.108409411E+00  0.122417437E+01  0.968109304E-08
  0.650000000E+01 -0.153679960E+01  0.930904385E-01  0.122417437E+01  0.965037361E-08
  0.651000000E+01 -0.154532830E+01  0.776785195E-01  0.122417437E+01  0.962586233E-08
  0.652000000E+01 -0.155231649E+01  0.621890080E-01  0.122417437E+01  0.960820201E-08
  0.653000000E+01 -0.155775552E+01  0.466373541E-01  0.122417437E+01  0.959792867E-08
  0.654000000E+01 -0.156163865E+01  0.310390845E-01  0.122417437E+01  0.959547286E-08
  0.655000000E+01 -0.156396105E+01  0.154097840E-01  0.122417437E+01  0.960114321E-08
  0.656000000E+01 -0.156471984E+01 -0.234924045E-03  0.122417437E+01  0.961512403E-08
  0.657000000E+01 -0.156391408E+01 -0.158793972E-01  0.122417437E+01  0.963747304E-08
  0.658000000E+01 -0.156154476E+01 -0.315079933E-01  0.122417437E+01  0.966811520E-08
  0.659000000E+01 -0.155761483E+01 -0.471050898E-01  0.122417437E+01  0.970685154E-08
  0.660000000E+01 -0.155212917E+01 -0.626551036E-01  0.122417437E+01  0.975335634E-08
  0.661000000E+01 -0.154509459E+01 -0.781425097E-01  0.122417437E+01  0.980718196E-08
  0.662000000E+01 -0.153651978E+01 -0.935518608E-01  0.122417437E+01  0.986777526E-08
  0.663000000E+01 -0.152641533E+01 -0.108867806E+00  0.122417437E+01  0.993447768E-08
  0.664000000E+01 -0.151479365E+01 -0.124075110E+00  0.122417437E+01  0.100065438E-07
  0.665000000E+01 -0.150166897E+01 -0.139158669E+00  0.122417437E+01  0.100831474E-07
  0.666000000E+01 -0.148705728E+01 -0.154103532E+00  0.122417437E+01  0.101634037E-07
  0.667000000E+01 -0.147097629E+01 -0.168894916E+00  0.122417437E+01  0.102463802E-07
  0.668000000E+01 -0.145344540E+01 -0.183518224E+00  0.122417437E+01  0.103311122E-07
  0.669000000E+01 -0.143448559E+01 -0.197959061E+00  0.122417437E+01  0.104166205E-07
  0.670000000E+01 -0.141411944E+01 -0.212203248E+00  0.122417437E+01  0.105019260E-07
  0.671000000E+01 -0.139237101E+01 -0.226236841E+00  0.122417437E+01  0.105860680E-07
  0.672000000E+01 -0.136926580E+01 -0.240046145E+00  0.122417437E+01  0.106681179E-07
  0.673000000E+01 -0.134483070E+01 -0.253617724E+00  0.122417437E+01  0.107471942E-07
  0.674000000E+01 -0.131909389E+01 -0.266938420E+00  0.122417437E+01  0.108224756E-07
  0.675000000E+01 -0.129208481E+01 -0.279995361E+00  0.122417437E+01  0.108932126E-07
  0.676000000E+01 -0.126383405E+01 -0.292775977E+00  0.122417437E+01  0.109587386E-07
  0.677000000E+01 -0.123437332E+01 -0.305268008E+00  0.122417437E+01  0.110184799E-07
  0.678000000E+01 -0.120373537E+01 -0.317459519E+00  0.122417437E+01  0.110719616E-07
  0.679000000E+01 -0.117195390E+01 -0.329338903E+00  0.122417437E+01  0.111188108E-07
  0.680000000E+01 -0.113906354E+01 -0.340894900E+00  0.122417437E+01  0.111587646E-07
  0.681000000E+01 -0.110509973E+01 -0.352116596E+00  0.122417437E+01  0.111916716E-07
  0.682000000E+01 -0.107009867E+01 -0.362993437E+00  0.122417437E+01  0.112174847E-07
  0.683000000E+01 -0.103409730E+01 -0.373515235E+00  0.122417437E+01  0.112362686E-07
  0.684000000E+01 -0.997133189E+00 -0.383672174E+00  0.122417437E+01  0.112481910E-07
  0.685000000E+01 -0.959244480E+00 -0.393454816E+00  0.122417437E+01  0.112535186E-07
  0.686000000E+01 -0.920469861E+00 -0.402854110E+00  0.122417437E+01  0.112526113E-07
  0.687000000E+01 -0.880848496E+00 -0.411861391E+00  0.122417437E+01  0.112459133E-07
  0.688000000E+01 -0.840419973E+00 -0.420468389E+00  0.122417437E+01  0.112339475E-07
  0.689000000E+01 -0.799224260E+00 -0.428667233E+00  0.122417437E+01  0.112173018E-07
  0.690000000E+01 -0.757301661E+00 -0.436450451E+00  0.122417437E+01  0.111966225E-07
  0.691000000E+01 -0.714692773E+00 -0.443810978E+00  0.122417437E+01  0.111726017E-07
  0.692000000E+01 -0.671438448E+00 -0.450742155E+00  0.122417437E+01  0.111459648E-07
  0.693000000E+01 -0.627579761E+00 -0.457237733E+00  0.122417437E+01  0.111174652E-07
  0.694000000E+01 -0.583157976E+00 -0.463291873E+00  0.122417437E+01  0.110878622E-07
  0.695000000E+01 -0.538214517E+00 -0.468899153E+00  0.122417437E+01  0.110579219E-07
  0.696000000E+01 -0.492790944E+00 -0.474054563E+00  0.122417437E+01  0.110283982E-07
  0.697000000E+01 -0.446928931E+00 -0.478753511E+00  0.122417437E+01  0.110000227E-07
  0.698000000E+01 -0.400670243E+00 -0.482991819E+00  0.122417437E+01  0.109734997E-07
  0.699000000E+01 -0.354056723E+00 -0.486765733E+00  0.122417437E+01  0.109494898E-07
  0.700000000E+01 -0.307130274E+00 -0.490071911E+00  0.122417437E+01  0.109286074E-07
  0.701000000E+01 -0.259932847E+00 -0.492907435E+00  0.122417437E+01  0.109114082E-07
  0.702000000E+01 -0.212506432E+00 -0.495269804E+00  0.122417437E+01  0.108983831E-07
  0.703000000E+01 -0.164893047E+00 -0.497156940E+00  0.122417437E+01  0.108899545E-07
  0.704000000E+01 -0.117134732E+00 -0.498567182E+00  0.122417437E+01  0.108864671E-07
  0.705000000E+01 -0.692735424E-01 -0.499499292E+00  0.122417437E+01  0.108881866E-07
  0.706000000E+01 -0.213515431E-01 -0.499952450E+00  0.122417437E+01  0.108952949E-07
  0.707000000E+01  0.265891944E-01 -0.499926260E+00  0.122417437E+01  0.109078873E-07
  0.708000000E+01  0.745065968E-01 -0.499420744E+00  0.122417437E+01  0.109259748E-07
  0.709000000E+01  0.122358593E+00 -0.498436346E+00  0.122417437E+01  0.109494793E-07
  0.710000000E+01  0.170103120E+00 -0.496973931E+00  0.122417437E+01  0.109782403E-07
  0.711000000E+01  0.217698121E+00 -0.495034782E+00  0.122417437E+01  0.110120093E-07
  0.712000000E+01  0.265101561E+00 -0.492620607E+00  0.122417437E+01  0.110504612E-07
  0.713000000E+01  0.312271423E+00 -0.489733530E+00  0.122417437E+01  0.110931950E-07
  0.714000000E+01  0.359165722E+00 -0.486376097E+00  0.122417437E+01  0.111397358E-07
  0.715000000E+01  0.405742511E+00 -0.482551274E+00  0.122417437E+01  0.111895460E-07
  0.716000000E+01  0.451959893E+00 -0.478262445E+00  0.122417437E+01  0.112420324E-07
  0.717000000E+01  0.497776033E+00 -0.473513413E+00  0.122417437E+01  0.112965493E-07
  0.718000000E+01  0.543149174E+00 -0.468308401E+00  0.122417437E+01  0.113524128E-07
  0.719000000E+01  0.588037655E+00 -0.462652045E+00  0.122417437E+01  0.114089054E-07
  0.720000000E+01  0.632399929E+00 -0.456549402E+00  0.122417437E+01  0.114652896E-07
  0.721000000E+01  0.676194588E+00 -0.450005939E+00  0.122417437E+01  0.115208176E-07
  0.722000000E+01  0.719380387E+00 -0.443027540E+00  0.122417437E+01  0.115747421E-07
  0.723000000E+01  0.761916274E+00 -0.435620498E+00  0.122417437E+01  0.116263275E-07
  0.724000000E+01  0.803761424E+00 -0.427791517E+00  0.122417437E+01  0.116748593E-07
  0.725000000E+01  0.844875269E+00 -0.419547707E+00  0.122417437E+01  0.117196601E-07
  0.726000000E+01  0.885217540E+00 -0.410896583E+00  0.122417437E+01  0.117600953E-07
  0.727000000E+01  0.924748308E+00 -0.401846061E+00  0.122417437E+01  0.117955856E-07
  0.728000000E+01  0.963428029E+00 -0.392404454E+00  0.122417437E+01  0.118256218E-07
  0.729000000E+01  0.100121759E+01 -0.382580468E+00  0.122417437E+01  0.118497674E-07
  0.730000000E+01  0.103807836E+01 -0.372383199E+00  0.122417437E+01  0.118676686E-07
  0.731000000E+01  0.107397225E+01 -0.361822124E+00  0.122417437E+01  0.118790655E-07
  0.732000000E+01  0.110886176E+01 -0.350907102E+00  0.122417437E+01  0.118837977E-07
  0.733000000E+01  0.114271004E+01 -0.339648360E+00  0.122417437E+01  0.118818031E-07
  0.734000000E+01  0.117548095E+01 -0.328056492E+00  0.122417437E+01  0.118731305E-07
  0.735000000E+01  0.120713914E+01 -0.316142450E+00  0.122417437E+01  0.118579333E-07
  0.736000000E+01  0.123765009E+01 -0.303917534E+00  0.122417437E+01  0.118364745E-07
  0.737000000E+01  0.126698020E+01 -0.291393385E+00  0.122417437E+01  0.118091235E-07
  0.738000000E+01  0.129509681E+01 -0.278581975E+00  0.122417437E+01  0.117763517E-07
  0.739000000E+01  0.132196836E+01 -0.265495599E+00  0.122417437E+01  0.117387295E-07
  0.740000000E+01  0.134756435E+01 -0.252146860E+00  0.122417437E+01  0.116969141E-07
  0.741000000E+01  0.137185550E+01 -0.238548662E+00  0.122417437E+01  0.116516483E-07
  0.742000000E+01  0.139481375E+01 -0.224714194E+00  0.122417437E+01  0.116037437E-07
  0.743000000E+01  0.141641236E+01 -0.210656919E+00  0.122417437E+01  0.115540679E-07
  0.744000000E+01  0.143662600E+01 -0.196390563E+00  0.122417437E+01  0.115035395E-07
  0.745000000E+01  0.145543075E+01 -0.181929096E+00  0.122417437E+01  0.114531031E-07
  0.746000000E+01  0.147280423E+01 -0.167286720E+00  0.122417437E+01  0.114037206E-07
  0.747000000E+01  0.148872559E+01 -0.152477852E+00  0.122417437E+01  0.113563541E-07
  0.748000000E+01  0.150317564E+01 -0.137517113E+00  0.122417437E+01  0.113119480E-07
  0.749000000E+01  0.151613685E+01 -0.122419303E+00  0.122417437E+01  0.112714171E-07
  0.750000000E+01  0.152759342E+01 -0.107199392E+00  0.122417437E+01  0.112356242E-07
  0.751000000E+01  0.153753131E+01 -0.918724971E-01  0.122417437E+01  0.112053704E-07
  0.752000000E+01  0.154593831E+01 -0.764538687E-01  0.122417437E+01  0.111813805E-07
  0.753000000E+01  0.155280405E+01 -0.609588688E-01  0.122417437E+01  0.111642862E-07
  0.754000000E+01  0.155812002E+01 -0.454029541E-01  0.122417437E+01  0.111546188E-07
  0.755000000E+01  0.156187964E+01 -0.298016567E-01  0.122417437E+01  0.111527976E-07
  0.756000000E+01  0.156407823E+01 -0.141705652E-01  0.122417437E+01  0.111591203E-07
  0.757000000E+01  0.156471307E+01  0.147469493E-02  0.122417437E+01  0.111737648E-07
  0.758000000E+01  0.156378336E+01  0.171184805E-01  0.122417437E+01  0.111967746E-07
  0.759000000E+01  0.156129025E+01  0.327451503E-01  0.122417437E+01  0.112280678E-07
  0.760000000E+01  0.155723685E+01  0.483390841E-01  0.122417437E+01  0.112674328E-07
  0.761000000E+01  0.155162820E+01  0.638847027E-01  0.122417437E+01  0.113145349E-07
  0.762000000E+01  0.154447124E+01  0.793664866E-01  0.122417437E+01  0.113689187E-07
  0.763000000E+01  0.153577482E+01  0.947689955E-01  0.122417437E+01  0.114300212E-07
  0.764000000E+01  0.152554968E+01  0.110076887E+00  0.122417437E+01  0.114971772E-07
  0.765000000E+01  0.151380837E+01  0.125274935E+00  0.122417437E+01  0.115696337E-07
  0.766000000E+01  0.150056526E+01  0.140348048E+00  0.122417437E+01  0.116465602E-07
  0.767000000E+01  0.148583649E+01  0.155281287E+00  0.122417437E+01  0.117270669E-07
  0.768000000E+01  0.146963989E+01  0.170059884E+00  0.122417437E+01  0.118102172E-07
  0.769000000E+01  0.145199499E+01  0.184669257E+00  0.122417437E+01  0.118950476E-07
  0.770000000E+01  0.143292291E+01  0.199095027E+00  0.122417437E+01  0.119805741E-07
  0.771000000E+01  0.141244634E+01  0.213323033E+00  0.122417437E+01  0.120658221E-07
  0.772000000E+01  0.139058946E+01  0.227339352E+00  0.122417437E+01  0.121498320E-07
  0.773000000E+01  0.136737789E+01  0.241130307E+00  0.122417437E+01  0.122316781E-07
  0.774000000E+01  0.134283860E+01  0.254682484E+00  0.122417437E+01  0.123104833E-07
  0.775000000E+01  0.131699990E+01  0.267982747E+00  0.122417437E+01  0.123854302E-07
  0.776000000E+01  0.128989130E+01  0.281018248E+00  0.122417437E+01  0.124557777E-07
  0.777000000E+01  0.126154350E+01  0.293776442E+00  0.122417437E+01  0.125208657E-07
  0.778000000E+01  0.123198829E+01  0.306245093E+00  0.122417437E+01  0.125801269E-07
  0.779000000E+01  0.120125849E+01  0.318412292E+00  0.122417437E+01  0.126330946E-07
  0.780000000E+01  0.116938789E+01  0.330266460E+00  0.122417437E+01  0.126794060E-07
  0.781000000E+01  0.113641117E+01  0.341796363E+00  0.122417437E+01  0.127188060E-07
  0.782000000E+01  0.110236384E+01  0.352991115E+00  0.122417437E+01  0.127511504E-07
  0.783000000E+01  0.106728218E+01  0.363840191E+00  0.122417437E+01  0.127764026E-07
  0.784000000E+01  0.103120315E+01  0.374333434E+00  0.122417437E+01  0.127946351E-07
  0.785000000E+01  0.994164378E+00  0.384461055E+00  0.122417437E+01  0.128060245E-07
  0.786000000E+01  0.956204058E+00  0.394213649E+00  0.122417437E+01  0.128108437E-07
  0.787000000E+01  0.917360915E+00  0.403582193E+00  0.122417437E+01  0.128094597E-07
  0.788000000E+01  0.877674147E+00  0.412558055E+00  0.122417437E+01  0.128023245E-07
  0.789000000E+01  0.837183375E+00  0.421132996E+00  0.122417437E+01  0.127899655E-07
  0.790000000E+01  0.795928595E+00  0.429299176E+00  0.122417437E+01  0.127729762E-07
  0.791000000E+01  0.753950134E+00  0.437049156E+00  0.122417437E+01  0.127520063E-07
  0.792000000E+01  0.711288613E+00  0.444375902E+00  0.122417437E+01  0.127277515E-07
  0.793000000E+01  0.667984902E+00  0.451272787E+00  0.122417437E+01  0.127009401E-07
  0.794000000E+01  0.624080092E+00  0.457733596E+00  0.122417437E+01  0.126723241E-07
  0.795000000E+01  0.579615459E+00  0.463752523E+00  0.122417437E+01  0.126426665E-07
  0.796000000E+01  0.534632442E+00  0.469324177E+00  0.122417437E+01  0.126127326E-07
  0.797000000E+01  0.489172609E+00  0.474443582E+00  0.122417437E+01  0.125832724E-07
  0.798000000E+01  0.443277641E+00  0.479106179E+00  0.122417437E+01  0.125550190E-07
  0.799000000E+01  0.396989312E+00  0.483307824E+00  0.122417437E+01  0.125286721E-07
  0.800000000E+01  0.350349469E+00  0.487044793E+00  0.122417437E+01  0.125048880E-07
  0.801000000E+01  0.303400018E+00  0.490313781E+00  0.122417437E+01  0.124842778E-07
  0.802000000E+01  0.256182916E+00  0.493111901E+00  0.122417437E+01  0.124673929E-07
  0.803000000E+01  0.208740154E+00  0.495436687E+00  0.122417437E+01  0.124547177E-07
  0.804000000E+01  0.161113752E+00  0.497286092E+00  0.122417437E+01  0.124466693E-07
  0.805000000E+01  0.113345752E+00  0.498658490E+00  0.122417437E+01  0.124435855E-07
  0.806000000E+01  0.654782094E-01  0.499552675E+00  0.122417437E+01  0.124457258E-07
  0.807000000E+01  0.175531907E-01  0.499967863E+00  0.122417437E+01  0.124532666E-07
  0.808000000E+01 -0.303872325E-01  0.499903688E+00  0.122417437E+01  0.124662956E-07
  0.809000000E+01 -0.783009873E-01  0.499360207E+00  0.122417437E+01  0.124848154E-07
  0.810000000E+01 -0.126146003E+00  0.498337897E+00  0.122417437E+01  0.125087438E-07
  0.811000000E+01 -0.173880216E+00  0.496837656E+00  0.122417437E+01  0.125379105E-07
  0.812000000E+01 -0.221461573E+00  0.494860802E+00  0.122417437E+01  0.125720645E-07
  0.813000000E+01 -0.268848038E+00  0.492409074E+00  0.122417437E+01  0.126108721E-07
  0.814000000E+01 -0.315997597E+00  0.489484631E+00  0.122417437E+01  0.126539250E-07
  0.815000000E+01 -0.362868268E+00  0.486090052E+00  0.122417437E+01  0.127007451E-07
  0.816000000E+01 -0.409418108E+00  0.482228336E+00  0.122417437E+01  0.127507904E-07
  0.817000000E+01 -0.455605223E+00  0.477902899E+00  0.122417437E+01  0.128034614E-07
  0.818000000E+01 -0.501387785E+00  0.473117580E+00  0.122417437E+01  0.128581104E-07
  0.819000000E+01 -0.546724043E+00  0.467876631E+00  0.122417437E+01  0.129140503E-07
  0.820000000E+01 -0.591572345E+00  0.462184725E+00  0.122417437E+01  0.129705611E-07
  0.821000000E+01 -0.635891154E+00  0.456046949E+00  0.122417437E+01  0.130269042E-07
  0.822000000E+01 -0.679639073E+00  0.449468805E+00  0.122417437E+01  0.130823330E-07
  0.823000000E+01 -0.722774872E+00  0.442456208E+00  0.122417437E+01  0.131360991E-07
  0.824000000E+01 -0.765257517E+00  0.435015485E+00  0.122417437E+01  0.131874678E-07
  0.825000000E+01 -0.807046199E+00  0.427153371E+00  0.122417437E+01  0.132357281E-07
  0.826000000E+01 -0.848100375E+00  0.418877010E+00  0.122417437E+01  0.132802054E-07
  0.827000000E+01 -0.888379800E+00  0.410193947E+00  0.122417437E+01  0.133202689E-07
  0.828000000E+01 -0.927844574E+00  0.401112129E+00  0.122417437E+01  0.133553448E-07
  0.829000000E+01 -0.966455186E+00  0.391639902E+00  0.122417437E+01  0.133849292E-07
  0.830000000E+01 -0.100417256E+01  0.381786003E+00  0.122417437E+01  0.134085911E-07
  0.831000000E+01 -0.104095810E+01  0.371559558E+00  0.122417437E+01  0.134259857E-07
  0.832000000E+01 -0.107677377E+01  0.360970074E+00  0.122417437E+01  0.134368592E-07
  0.833000000E+01 -0.111158212E+01  0.350027440E+00  0.122417437E+01  0.134410594E-07
  0.834000000E+01 -0.114534634E+01  0.338741913E+00  0.122417437E+01  0.134385325E-07
  0.835000000E+01 -0.117803037E+01  0.327124114E+00  0.122417437E+01  0.134293354E-07
  0.836000000E+01 -0.120959891E+01  0.315185024E+00  0.122417437E+01  0.134136320E-07
  0.837000000E+01 -0.124001751E+01  0.302935969E+00  0.122417437E+01  0.133916911E-07
  0.838000000E+01 -0.126925264E+01  0.290388619E+00  0.122417437E+01  0.133638920E-07
  0.839000000E+01 -0.129727175E+01  0.277554970E+00  0.122417437E+01  0.133307143E-07
  0.840000000E+01 -0.132404333E+01  0.264447342E+00  0.122417437E+01  0.132927342E-07
  0.841000000E+01 -0.134953699E+01  0.251078364E+00  0.122417437E+01  0.132506175E-07
  0.842000000E+01 -0.137372353E+01  0.237460960E+00  0.122417437E+01  0.132051130E-07
  0.843000000E+01 -0.139657500E+01  0.223608344E+00  0.122417437E+01  0.131570346E-07
  0.844000000E+01 -0.141806479E+01  0.209533999E+00  0.122417437E+01  0.131072586E-07
  0.845000000E+01 -0.143816765E+01  0.195251671E+00  0.122417437E+01  0.130567013E-07
  0.846000000E+01 -0.145685980E+01  0.180775349E+00  0.122417437E+01  0.130063131E-07
  0.847000000E+01 -0.147411895E+01  0.166119253E+00  0.122417437E+01  0.129570554E-07
  0.848000000E+01 -0.148992442E+01  0.151297816E+00  0.122417437E+01  0.129098892E-07
  0.849000000E+01 -0.150425712E+01  0.136325674E+00  0.122417437E+01  0.128657591E-07
  0.850000000E+01 -0.151709967E+01  0.121217641E+00  0.122417437E+01  0.128255719E-07
  0.851000000E+01 -0.152843639E+01  0.105988700E+00  0.122417437E+01  0.127901896E-07
  0.852000000E+01 -0.153825341E+01  0.906539796E-01  0.122417437E+01  0.127604072E-07
  0.853000000E+01 -0.154653865E+01  0.752287384E-01  0.122417437E+01  0.127369417E-07
  0.854000000E+01 -0.155328188E+01  0.597283471E-01  0.122417437E+01  0.127204187E-07
  0.855000000E+01 -0.155847475E+01  0.441682692E-01  0.122417437E+01  0.127113589E-07
  0.856000000E+01 -0.156211083E+01  0.285640419E-01  0.122417437E+01  0.127101734E-07
  0.857000000E+01 -0.156418560E+01  0.129312574E-01  0.122417437E+01  0.127171511E-07
  0.858000000E+01 -0.156469647E+01 -0.271445659E-02  0.122417437E+01  0.127324571E-07
  0.859000000E+01 -0.156364282E+01 -0.183574564E-01  0.122417437E+01  0.127561286E-07
  0.860000000E+01 -0.156102595E+01 -0.339821018E-01  0.122417437E+01  0.127880699E-07
  0.861000000E+01 -0.155684912E+01 -0.495727751E-01  0.122417437E+01  0.128280624E-07
  0.862000000E+01 -0.155111750E+01 -0.651139010E-01  0.122417437E+01  0.128757596E-07
  0.863000000E+01 -0.154383822E+01 -0.805899658E-01  0.122417437E+01  0.129306983E-07
  0.864000000E+01 -0.153502027E+01 -0.959855361E-01  0.122417437E+01  0.129923055E-07
  0.865000000E+01 -0.152467451E+01 -0.111285278E+00  0.122417437E+01  0.130599103E-07
  0.866000000E+01 -0.151281366E+01 -0.126473976E+00  0.122417437E+01  0.131327516E-07
  0.867000000E+01 -0.149945223E+01 -0.141536549E+00  0.122417437E+01  0.132099942E-07
  0.868000000E+01 -0.148460648E+01 -0.156458072E+00  0.122417437E+01  0.132907454E-07
  0.869000000E+01 -0.146829440E+01 -0.171223790E+00  0.122417437E+01  0.133740647E-07
  0.870000000E+01 -0.145053563E+01 -0.185819137E+00  0.122417437E+01  0.134589855E-07
  0.871000000E+01 -0.143135142E+01 -0.200229751E+00  0.122417437E+01  0.135445255E-07
  0.872000000E+01 -0.141076458E+01 -0.214441490E+00  0.122417437E+01  0.136297100E-07
  0.873000000E+01 -0.138879941E+01 -0.228440448E+00  0.122417437E+01  0.137135814E-07
  0.874000000E+01 -0.136548164E+01 -0.242212969E+00  0.122417437E+01  0.137952183E-07
  0.875000000E+01 -0.134083835E+01 -0.255745662E+00  0.122417437E+01  0.138737462E-07
  0.876000000E+01 -0.131489793E+01 -0.269025412E+00  0.122417437E+01  0.139483554E-07
  0.877000000E+01 -0.128769001E+01 -0.282039395E+00  0.122417437E+01  0.140183087E-07
  0.878000000E+01 -0.125924537E+01 -0.294775089E+00  0.122417437E+01  0.140829544E-07
  0.879000000E+01 -0.122959588E+01 -0.307220286E+00  0.122417437E+01  0.141417327E-07
  0.880000000E+01 -0.119877445E+01 -0.319363100E+00  0.122417437E+01  0.141941847E-07
  0.881000000E+01 -0.116681494E+01 -0.331191981E+00  0.122417437E+01  0.142399565E-07
  0.882000000E+01 -0.113375209E+01 -0.342695721E+00  0.122417437E+01  0.142788010E-07
  0.883000000E+01 -0.109962147E+01 -0.353863463E+00  0.122417437E+01  0.143105834E-07
  0.884000000E+01 -0.106445942E+01 -0.364684712E+00  0.122417437E+01  0.143352756E-07
  0.885000000E+01 -0.102830297E+01 -0.375149337E+00  0.122417437E+01  0.143529582E-07
  0.886000000E+01 -0.991189782E+00 -0.385247582E+00  0.122417437E+01  0.143638159E-07
