               t                  df_3p
   2.4096385542168672       -2.4968235164838735     
   2.4297188755020080       -2.5032129979170805     
   2.4497991967871484       -2.5080086720810435     
   2.4698795180722892       -2.5112074855478670     
   2.4899598393574296       -2.5128074016182738     
   2.5100401606425704       -2.5128074016182742     
   2.5301204819277108       -2.5112074855478670     
   2.5502008032128516       -2.5080086720810439     
   2.5702811244979920       -2.5032129979170583     
   2.5903614457831323       -2.4968235164838504     
   2.6104417670682731       -2.4888442959936765     
   2.6305220883534135       -2.4792804168530895     
   2.6506024096385543       -2.4681379684280373     
   2.6706827309236947       -2.4554240451668621     
   2.6907630522088355       -2.4411467420832267     
   2.7108433734939759       -2.4253151496019041     
   2.7309236947791167       -2.4079393477708488     
   2.7510040160642570       -2.3890303998432652     
   2.7710843373493974       -2.3686003452337019     
   2.7911646586345382       -2.3466621918520905     
   2.8112449799196786       -2.3232299078219731     
   2.8313253012048194       -2.2983184125867799     
   2.8514056224899598       -2.2719435674105006     
   2.8714859437751006       -2.2441221652787582     
   2.8915662650602409       -2.2148719202066749     
   2.9116465863453813       -2.1842114559603920     
   2.9317269076305221       -2.1521602941989291     
   2.9518072289156625       -2.1187388420449511     
   2.9718875502008033       -2.0839683790912558     
   2.9919678714859437       -2.0478710438521044     
   3.0120481927710845       -2.0104698196674624     
   3.0321285140562249       -1.9717885200693446     
   3.0522088353413652       -1.9318517736198162     
   3.0722891566265060       -1.8906850082296542     
   3.0923694779116464       -1.8483144349683365     
   3.1124497991967872       -1.8047670313754276     
   3.1325301204819276       -1.7600705242838530     
   3.1526104417670684       -1.7142533721658924     
   3.1726907630522088       -1.6673447470137845     
   3.1927710843373496       -1.6193745157656891     
   3.2128514056224899       -1.5703732212892301     
   3.2329317269076303       -1.5203720629348141     
   3.2530120481927711       -1.4694028766706737     
   3.2730923694779115       -1.4174981148129864     
   3.2931726907630523       -1.3646908253631833     
   3.3132530120481927       -1.3110146309661785     
   3.3333333333333335       -1.2565037075027015     
   3.3534136546184738       -1.2011927623292964     
   3.3734939759036147       -1.1451170121800684     
   3.3935742971887550       -1.0883121607439321     
   3.4136546184738954       -1.0308143759320081     
   3.4337349397590362      -0.97266026684921891     
   3.4538152610441766      -0.91388686048524681     
   3.4738955823293174      -0.85453157813919844     
   3.4939759036144578      -0.79463221159327824     
   3.5140562248995986      -0.73422689905064309     
   3.5341365461847389      -0.67335410085257608     
   3.5542168674698793      -0.61205257499066990     
   3.5742971887550201      -0.55036135242935302     
   3.5943775100401605      -0.48831971225476800     
   3.6144578313253013      -0.42596715666556856     
   3.6345381526104417      -0.36334338582168330     
   3.6546184738955825      -0.30048827256705435     
   3.6746987951807228      -0.23744183704238864     
   3.6947791164658632      -0.17424422120416722     
   3.7148594377510040      -0.11093566326608879     
   3.7349397590361444       -4.7556472079187138E-002
   3.7550200803212852        1.5852998532979768E-002
   3.7751004016064256        7.9252375467813385E-002
   3.7951807228915664       0.14260129204940480     
   3.8152610441767068       0.20585941373016808     
   3.8353413654618476       0.26898646377207736     
   3.8554216867469879       0.33194224889100388     
   3.8755020080321283       0.39468668484798713     
   3.8955823293172691       0.45717982197107293     
   3.9156626506024095       0.51938187059142127     
   3.9357429718875503       0.58125322637755961     
   3.9558232931726907       0.64275449555171660     
   3.9759036144578315       0.70384651997194592     
   3.9959839357429718       0.76449040206433461     
   4.0160642570281126       0.82464752958922716     
   4.0361445783132526       0.88427960022590901     
   4.0562248995983934       0.94334864595980683     
   4.0763052208835342        1.0018170572567777     
   4.0963855421686750        1.0596476070095389     
   4.1164658634538149        1.1168034742401696     
   4.1365461847389557        1.1732482675441849     
   4.1566265060240966        1.2289460482611878     
   4.1767068273092374        1.2838613533570853     
   4.1967871485943773        1.3379592180036606     
   4.2168674698795181        1.3912051978408719     
   4.2369477911646589        1.4435653909075459     
   4.2570281124497988        1.4950064592270695     
   4.2771084337349397        1.5454956500339061     
   4.2971887550200805        1.5950008166271930     
   4.3172690763052213        1.6434904388387672     
   4.3373493975903612        1.6909336431025219     
   4.3574297188755020        1.7373002221113014     
   4.3775100401606428        1.7825606540501528     
   4.3975903614457827        1.8266861213932506     
   4.4176706827309236        1.8696485292518854     
   4.4377510040160644        1.9114205232626511     
   4.4578313253012052        1.9519755070040619     
   4.4779116465863451        1.9912876589309525     
   4.4979919678714859        2.0293319488147552     
   4.5180722891566267        2.0660841536802970     
   4.5381526104417667        2.1015208732293202     
   4.5582329317269075        2.1356195447389359     
   4.5783132530120483        2.1683584574274288     
   4.5983935742971891        2.1997167662780970     
   4.6184738955823290        2.2296745053109959     
   4.6385542168674698        2.2582126002954204     
   4.6586345381526106        2.2853128808944518     
   4.6787148594377506        2.3109580922344781     
   4.6987951807228914        2.3351319058910751     
   4.7188755020080322        2.3578189302854291     
   4.7389558232931730        2.3790047204844389     
   4.7590361445783129        2.3986757873976643     
   4.7791164658634537        2.4168196063661349     
   4.7991967871485945        2.4334246251364400     
   4.8192771084337345        2.4484802712164928     
   4.8393574297188753        2.4619769586070754     
   4.8594377510040161        2.4739060939048985     
   4.8795180722891569        2.4842600817744618     
   4.8995983935742968        2.4930323297839894     
   4.9196787148594376        2.5002172526026833     
   4.9397590361445785        2.5058102755569802     
   4.9598393574297193        2.5098078375432178     
   4.9799196787148592        2.5122073932954501     
